boolean_expressions	boolean_expressions_0150
boolean_expressions	boolean_expressions_0151
boolean_expressions	boolean_expressions_0152
boolean_expressions	boolean_expressions_0153
boolean_expressions	boolean_expressions_0154
boolean_expressions	boolean_expressions_0155
boolean_expressions	boolean_expressions_0156
boolean_expressions	boolean_expressions_0157
boolean_expressions	boolean_expressions_0158
boolean_expressions	boolean_expressions_0159
boolean_expressions	boolean_expressions_0160
boolean_expressions	boolean_expressions_0161
boolean_expressions	boolean_expressions_0162
boolean_expressions	boolean_expressions_0163
boolean_expressions	boolean_expressions_0164
boolean_expressions	boolean_expressions_0165
boolean_expressions	boolean_expressions_0166
boolean_expressions	boolean_expressions_0167
boolean_expressions	boolean_expressions_0168
boolean_expressions	boolean_expressions_0169
boolean_expressions	boolean_expressions_0170
boolean_expressions	boolean_expressions_0171
boolean_expressions	boolean_expressions_0172
boolean_expressions	boolean_expressions_0173
boolean_expressions	boolean_expressions_0174
boolean_expressions	boolean_expressions_0175
boolean_expressions	boolean_expressions_0176
boolean_expressions	boolean_expressions_0177
boolean_expressions	boolean_expressions_0178
boolean_expressions	boolean_expressions_0179
boolean_expressions	boolean_expressions_0180
boolean_expressions	boolean_expressions_0181
boolean_expressions	boolean_expressions_0182
boolean_expressions	boolean_expressions_0183
boolean_expressions	boolean_expressions_0184
boolean_expressions	boolean_expressions_0185
boolean_expressions	boolean_expressions_0186
boolean_expressions	boolean_expressions_0187
boolean_expressions	boolean_expressions_0188
boolean_expressions	boolean_expressions_0189
boolean_expressions	boolean_expressions_0190
boolean_expressions	boolean_expressions_0191
boolean_expressions	boolean_expressions_0192
boolean_expressions	boolean_expressions_0193
boolean_expressions	boolean_expressions_0194
boolean_expressions	boolean_expressions_0195
boolean_expressions	boolean_expressions_0196
boolean_expressions	boolean_expressions_0197
boolean_expressions	boolean_expressions_0198
boolean_expressions	boolean_expressions_0199
boolean_expressions	boolean_expressions_0200
boolean_expressions	boolean_expressions_0201
boolean_expressions	boolean_expressions_0202
boolean_expressions	boolean_expressions_0203
boolean_expressions	boolean_expressions_0204
boolean_expressions	boolean_expressions_0205
boolean_expressions	boolean_expressions_0206
boolean_expressions	boolean_expressions_0207
boolean_expressions	boolean_expressions_0208
boolean_expressions	boolean_expressions_0209
boolean_expressions	boolean_expressions_0210
boolean_expressions	boolean_expressions_0211
boolean_expressions	boolean_expressions_0212
boolean_expressions	boolean_expressions_0213
boolean_expressions	boolean_expressions_0214
boolean_expressions	boolean_expressions_0215
boolean_expressions	boolean_expressions_0216
boolean_expressions	boolean_expressions_0217
boolean_expressions	boolean_expressions_0218
boolean_expressions	boolean_expressions_0219
boolean_expressions	boolean_expressions_0220
boolean_expressions	boolean_expressions_0221
boolean_expressions	boolean_expressions_0222
boolean_expressions	boolean_expressions_0223
boolean_expressions	boolean_expressions_0224
boolean_expressions	boolean_expressions_0225
boolean_expressions	boolean_expressions_0226
boolean_expressions	boolean_expressions_0227
boolean_expressions	boolean_expressions_0228
boolean_expressions	boolean_expressions_0229
boolean_expressions	boolean_expressions_0230
boolean_expressions	boolean_expressions_0231
boolean_expressions	boolean_expressions_0232
boolean_expressions	boolean_expressions_0233
boolean_expressions	boolean_expressions_0234
boolean_expressions	boolean_expressions_0235
boolean_expressions	boolean_expressions_0236
boolean_expressions	boolean_expressions_0237
boolean_expressions	boolean_expressions_0238
boolean_expressions	boolean_expressions_0239
boolean_expressions	boolean_expressions_0240
boolean_expressions	boolean_expressions_0241
boolean_expressions	boolean_expressions_0242
boolean_expressions	boolean_expressions_0243
boolean_expressions	boolean_expressions_0244
boolean_expressions	boolean_expressions_0245
boolean_expressions	boolean_expressions_0246
boolean_expressions	boolean_expressions_0247
boolean_expressions	boolean_expressions_0248
boolean_expressions	boolean_expressions_0249
causal_judgement	causal_judgement_0100
causal_judgement	causal_judgement_0101
causal_judgement	causal_judgement_0102
causal_judgement	causal_judgement_0103
causal_judgement	causal_judgement_0104
causal_judgement	causal_judgement_0105
causal_judgement	causal_judgement_0106
causal_judgement	causal_judgement_0107
causal_judgement	causal_judgement_0108
causal_judgement	causal_judgement_0109
causal_judgement	causal_judgement_0110
causal_judgement	causal_judgement_0111
causal_judgement	causal_judgement_0112
